keyids,motion path,annotations
6706,datasets/motions/flag_subset_guoh3dfeats/M004P008A016R001.npy,Lying Shoulder Joint Downward Round
6707,datasets/motions/flag_subset_guoh3dfeats/M004P008A016R002.npy,Lying Shoulder Joint Downward Round
6708,datasets/motions/flag_subset_guoh3dfeats/M004P008A016R003.npy,Lying Shoulder Joint Downward Round
6709,datasets/motions/flag_subset_guoh3dfeats/M004P008A017R001.npy,Bare-handed Full Lateral Raise
6710,datasets/motions/flag_subset_guoh3dfeats/M004P008A017R002.npy,Bare-handed Full Lateral Raise
6711,datasets/motions/flag_subset_guoh3dfeats/M004P008A017R003.npy,Bare-handed Full Lateral Raise
6712,datasets/motions/flag_subset_guoh3dfeats/M004P008A018R001.npy,Bare-handed Cuban Press
6713,datasets/motions/flag_subset_guoh3dfeats/M004P008A018R002.npy,Bare-handed Cuban Press
6714,datasets/motions/flag_subset_guoh3dfeats/M004P008A018R003.npy,Bare-handed Cuban Press
6715,datasets/motions/flag_subset_guoh3dfeats/M004P008A019R001.npy,Fortune Cat
6716,datasets/motions/flag_subset_guoh3dfeats/M004P008A019R002.npy,Fortune Cat
6717,datasets/motions/flag_subset_guoh3dfeats/M004P008A019R003.npy,Fortune Cat
6718,datasets/motions/flag_subset_guoh3dfeats/M004P008A020R001.npy,Dumbbell Curls
6719,datasets/motions/flag_subset_guoh3dfeats/M004P008A020R002.npy,Dumbbell Curls
6720,datasets/motions/flag_subset_guoh3dfeats/M004P008A020R003.npy,Dumbbell Curls
6721,datasets/motions/flag_subset_guoh3dfeats/M004P008A021R001.npy,Alternate Dumbbell Curls
6722,datasets/motions/flag_subset_guoh3dfeats/M004P008A021R002.npy,Alternate Dumbbell Curls
6723,datasets/motions/flag_subset_guoh3dfeats/M004P008A021R003.npy,Alternate Dumbbell Curls
6724,datasets/motions/flag_subset_guoh3dfeats/M004P008A022R001.npy,Right-side Kettlebell Bent-over Row
6725,datasets/motions/flag_subset_guoh3dfeats/M004P008A022R002.npy,Right-side Kettlebell Bent-over Row
6726,datasets/motions/flag_subset_guoh3dfeats/M004P008A022R003.npy,Right-side Kettlebell Bent-over Row
6727,datasets/motions/flag_subset_guoh3dfeats/M004P008A023R001.npy,Wrist Joint Warm-up
6728,datasets/motions/flag_subset_guoh3dfeats/M004P008A023R002.npy,Wrist Joint Warm-up
6729,datasets/motions/flag_subset_guoh3dfeats/M004P008A023R003.npy,Wrist Joint Warm-up
6730,datasets/motions/flag_subset_guoh3dfeats/M004P008A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
6731,datasets/motions/flag_subset_guoh3dfeats/M004P008A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
6732,datasets/motions/flag_subset_guoh3dfeats/M004P008A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
6733,datasets/motions/flag_subset_guoh3dfeats/M004P008A025R001.npy,Bent-over Dumbbell Tricep Extension
6734,datasets/motions/flag_subset_guoh3dfeats/M004P008A025R002.npy,Bent-over Dumbbell Tricep Extension
6735,datasets/motions/flag_subset_guoh3dfeats/M004P008A025R003.npy,Bent-over Dumbbell Tricep Extension
6736,datasets/motions/flag_subset_guoh3dfeats/M004P008A026R001.npy,Nod And Raise Head
6737,datasets/motions/flag_subset_guoh3dfeats/M004P008A026R002.npy,Nod And Raise Head
6738,datasets/motions/flag_subset_guoh3dfeats/M004P008A026R003.npy,Nod And Raise Head
6739,datasets/motions/flag_subset_guoh3dfeats/M004P008A027R001.npy,Two-way Head Turn
6740,datasets/motions/flag_subset_guoh3dfeats/M004P008A027R002.npy,Two-way Head Turn
6741,datasets/motions/flag_subset_guoh3dfeats/M004P008A027R003.npy,Two-way Head Turn
6742,datasets/motions/flag_subset_guoh3dfeats/M004P008A028R001.npy,Shrug And Sink The Shoulders
6743,datasets/motions/flag_subset_guoh3dfeats/M004P008A028R002.npy,Shrug And Sink The Shoulders
6744,datasets/motions/flag_subset_guoh3dfeats/M004P008A028R003.npy,Shrug And Sink The Shoulders
6745,datasets/motions/flag_subset_guoh3dfeats/M004P008A029R001.npy,Four-way Nod Head
6746,datasets/motions/flag_subset_guoh3dfeats/M004P008A029R002.npy,Four-way Nod Head
6747,datasets/motions/flag_subset_guoh3dfeats/M004P008A029R003.npy,Four-way Nod Head
6748,datasets/motions/flag_subset_guoh3dfeats/M004P008A030R001.npy,Lying Alternate Upper-half Leg Raise
6749,datasets/motions/flag_subset_guoh3dfeats/M004P008A030R002.npy,Lying Alternate Upper-half Leg Raise
6750,datasets/motions/flag_subset_guoh3dfeats/M004P008A030R003.npy,Lying Alternate Upper-half Leg Raise
6751,datasets/motions/flag_subset_guoh3dfeats/M004P008A031R001.npy,Half Roll Back
6752,datasets/motions/flag_subset_guoh3dfeats/M004P008A031R002.npy,Half Roll Back
6753,datasets/motions/flag_subset_guoh3dfeats/M004P008A031R003.npy,Half Roll Back
6754,datasets/motions/flag_subset_guoh3dfeats/M004P008A032R001.npy,Kneeling Right-side Torso Twist
6755,datasets/motions/flag_subset_guoh3dfeats/M004P008A032R002.npy,Kneeling Right-side Torso Twist
6756,datasets/motions/flag_subset_guoh3dfeats/M004P008A032R003.npy,Kneeling Right-side Torso Twist
6757,datasets/motions/flag_subset_guoh3dfeats/M004P008A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
6758,datasets/motions/flag_subset_guoh3dfeats/M004P008A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
6759,datasets/motions/flag_subset_guoh3dfeats/M004P008A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
6760,datasets/motions/flag_subset_guoh3dfeats/M004P008A034R001.npy,Kneeling Right Leg Backward Stretch
6761,datasets/motions/flag_subset_guoh3dfeats/M004P008A034R002.npy,Kneeling Right Leg Backward Stretch
6762,datasets/motions/flag_subset_guoh3dfeats/M004P008A034R003.npy,Kneeling Right Leg Backward Stretch
6763,datasets/motions/flag_subset_guoh3dfeats/M004P008A035R001.npy,Kneeling Right Arm Raise
6764,datasets/motions/flag_subset_guoh3dfeats/M004P008A035R002.npy,Kneeling Right Arm Raise
6765,datasets/motions/flag_subset_guoh3dfeats/M004P008A035R003.npy,Kneeling Right Arm Raise
6766,datasets/motions/flag_subset_guoh3dfeats/M004P008A036R001.npy,Shoulder Bridge
6767,datasets/motions/flag_subset_guoh3dfeats/M004P008A036R002.npy,Shoulder Bridge
6768,datasets/motions/flag_subset_guoh3dfeats/M004P008A036R003.npy,Shoulder Bridge
6769,datasets/motions/flag_subset_guoh3dfeats/M004P008A037R001.npy,Prone Press-ups
6770,datasets/motions/flag_subset_guoh3dfeats/M004P008A037R002.npy,Prone Press-ups
6771,datasets/motions/flag_subset_guoh3dfeats/M004P008A037R003.npy,Prone Press-ups
6772,datasets/motions/flag_subset_guoh3dfeats/M004P008A038R001.npy,Bent-over Torso Rotation
6773,datasets/motions/flag_subset_guoh3dfeats/M004P008A038R002.npy,Bent-over Torso Rotation
6774,datasets/motions/flag_subset_guoh3dfeats/M004P008A038R003.npy,Bent-over Torso Rotation
6775,datasets/motions/flag_subset_guoh3dfeats/M004P008A039R001.npy,Lying Arm Pull
6776,datasets/motions/flag_subset_guoh3dfeats/M004P008A039R002.npy,Lying Arm Pull
6777,datasets/motions/flag_subset_guoh3dfeats/M004P008A039R003.npy,Lying Arm Pull
6778,datasets/motions/flag_subset_guoh3dfeats/M004P008A040R001.npy,Prone Press Up With Torso Rotation
6779,datasets/motions/flag_subset_guoh3dfeats/M004P008A040R002.npy,Prone Press Up With Torso Rotation
6780,datasets/motions/flag_subset_guoh3dfeats/M004P008A040R003.npy,Prone Press Up With Torso Rotation
6781,datasets/motions/flag_subset_guoh3dfeats/M004P008A041R001.npy,Breaststroke Push-ups
6782,datasets/motions/flag_subset_guoh3dfeats/M004P008A041R002.npy,Breaststroke Push-ups
6783,datasets/motions/flag_subset_guoh3dfeats/M004P008A041R003.npy,Breaststroke Push-ups
6784,datasets/motions/flag_subset_guoh3dfeats/M004P008A042R001.npy,Sit-ups
6785,datasets/motions/flag_subset_guoh3dfeats/M004P008A042R002.npy,Sit-ups
6786,datasets/motions/flag_subset_guoh3dfeats/M004P008A042R003.npy,Sit-ups
6787,datasets/motions/flag_subset_guoh3dfeats/M004P008A043R001.npy,Side-lying Left Leg Forward Raise
6788,datasets/motions/flag_subset_guoh3dfeats/M004P008A043R002.npy,Side-lying Left Leg Forward Raise
6789,datasets/motions/flag_subset_guoh3dfeats/M004P008A043R003.npy,Side-lying Left Leg Forward Raise
6790,datasets/motions/flag_subset_guoh3dfeats/M004P008A044R001.npy,Right Leg Reverse Lunge
6791,datasets/motions/flag_subset_guoh3dfeats/M004P008A044R002.npy,Right Leg Reverse Lunge
6792,datasets/motions/flag_subset_guoh3dfeats/M004P008A044R003.npy,Right Leg Reverse Lunge
6793,datasets/motions/flag_subset_guoh3dfeats/M004P008A045R001.npy,Kneeling Left Knee Lift
6794,datasets/motions/flag_subset_guoh3dfeats/M004P008A045R002.npy,Kneeling Left Knee Lift
6795,datasets/motions/flag_subset_guoh3dfeats/M004P008A045R003.npy,Kneeling Left Knee Lift
6796,datasets/motions/flag_subset_guoh3dfeats/M004P008A046R001.npy,Alternate Reverse Lunge
6797,datasets/motions/flag_subset_guoh3dfeats/M004P008A046R002.npy,Alternate Reverse Lunge
6798,datasets/motions/flag_subset_guoh3dfeats/M004P008A046R003.npy,Alternate Reverse Lunge
6799,datasets/motions/flag_subset_guoh3dfeats/M004P008A047R001.npy,Side-lying Right Leg Backward Kick
6800,datasets/motions/flag_subset_guoh3dfeats/M004P008A047R002.npy,Side-lying Right Leg Backward Kick
6801,datasets/motions/flag_subset_guoh3dfeats/M004P008A047R003.npy,Side-lying Right Leg Backward Kick
6802,datasets/motions/flag_subset_guoh3dfeats/M004P008A048R001.npy,Left Leg Lunge With Knee Lift
6803,datasets/motions/flag_subset_guoh3dfeats/M004P008A048R002.npy,Left Leg Lunge With Knee Lift
6804,datasets/motions/flag_subset_guoh3dfeats/M004P008A048R003.npy,Left Leg Lunge With Knee Lift
6805,datasets/motions/flag_subset_guoh3dfeats/M004P008A049R001.npy,Sumo Squat
6806,datasets/motions/flag_subset_guoh3dfeats/M004P008A049R002.npy,Sumo Squat
6807,datasets/motions/flag_subset_guoh3dfeats/M004P008A049R003.npy,Sumo Squat
6808,datasets/motions/flag_subset_guoh3dfeats/M004P008A050R001.npy,Straight Leg Calf Raise
6809,datasets/motions/flag_subset_guoh3dfeats/M004P008A050R002.npy,Straight Leg Calf Raise
6810,datasets/motions/flag_subset_guoh3dfeats/M004P008A050R003.npy,Straight Leg Calf Raise
6811,datasets/motions/flag_subset_guoh3dfeats/M004P008A051R001.npy,Squat Jump
6812,datasets/motions/flag_subset_guoh3dfeats/M004P008A051R002.npy,Squat Jump
6813,datasets/motions/flag_subset_guoh3dfeats/M004P008A051R003.npy,Squat Jump
6814,datasets/motions/flag_subset_guoh3dfeats/M004P008A052R001.npy,Squat With Alternate Knee Lift
6815,datasets/motions/flag_subset_guoh3dfeats/M004P008A052R002.npy,Squat With Alternate Knee Lift
6816,datasets/motions/flag_subset_guoh3dfeats/M004P008A052R003.npy,Squat With Alternate Knee Lift
6817,datasets/motions/flag_subset_guoh3dfeats/M004P008A053R001.npy,Standing Alternate Butt Kick
6818,datasets/motions/flag_subset_guoh3dfeats/M004P008A053R002.npy,Standing Alternate Butt Kick
6819,datasets/motions/flag_subset_guoh3dfeats/M004P008A053R003.npy,Standing Alternate Butt Kick
6820,datasets/motions/flag_subset_guoh3dfeats/M004P008A054R001.npy,Knee Warm-up
6821,datasets/motions/flag_subset_guoh3dfeats/M004P008A054R002.npy,Knee Warm-up
6822,datasets/motions/flag_subset_guoh3dfeats/M004P008A054R003.npy,Knee Warm-up
6823,datasets/motions/flag_subset_guoh3dfeats/M004P008A055R001.npy,Butt Kicks
6824,datasets/motions/flag_subset_guoh3dfeats/M004P008A055R002.npy,Butt Kicks
6825,datasets/motions/flag_subset_guoh3dfeats/M004P008A055R003.npy,Butt Kicks
6826,datasets/motions/flag_subset_guoh3dfeats/M004P008A056R001.npy,Jump Left and Right
6827,datasets/motions/flag_subset_guoh3dfeats/M004P008A056R002.npy,Jump Left and Right
6828,datasets/motions/flag_subset_guoh3dfeats/M004P008A056R003.npy,Jump Left and Right
6829,datasets/motions/flag_subset_guoh3dfeats/M004P008A057R001.npy,Jumping Jacks
6830,datasets/motions/flag_subset_guoh3dfeats/M004P008A057R002.npy,Jumping Jacks
6831,datasets/motions/flag_subset_guoh3dfeats/M004P008A057R003.npy,Jumping Jacks
6832,datasets/motions/flag_subset_guoh3dfeats/M004P008A058R001.npy,High Knee
6833,datasets/motions/flag_subset_guoh3dfeats/M004P008A058R002.npy,High Knee
6834,datasets/motions/flag_subset_guoh3dfeats/M004P008A058R003.npy,High Knee
6835,datasets/motions/flag_subset_guoh3dfeats/M004P008A059R001.npy,Clap Jacks
6836,datasets/motions/flag_subset_guoh3dfeats/M004P008A059R002.npy,Clap Jacks
6837,datasets/motions/flag_subset_guoh3dfeats/M004P008A059R003.npy,Clap Jacks
6838,datasets/motions/flag_subset_guoh3dfeats/M004P008A060R001.npy,Run In Place With Arm Swing
6839,datasets/motions/flag_subset_guoh3dfeats/M004P008A060R002.npy,Run In Place With Arm Swing
6840,datasets/motions/flag_subset_guoh3dfeats/M004P008A060R003.npy,Run In Place With Arm Swing
6841,datasets/motions/flag_subset_guoh3dfeats/M004P009A001R001.npy,Svend Press
6842,datasets/motions/flag_subset_guoh3dfeats/M004P009A001R002.npy,Svend Press
6843,datasets/motions/flag_subset_guoh3dfeats/M004P009A001R003.npy,Svend Press
6844,datasets/motions/flag_subset_guoh3dfeats/M004P009A002R001.npy,Kneeling Push-ups
6845,datasets/motions/flag_subset_guoh3dfeats/M004P009A002R002.npy,Kneeling Push-ups
6846,datasets/motions/flag_subset_guoh3dfeats/M004P009A002R003.npy,Kneeling Push-ups
6847,datasets/motions/flag_subset_guoh3dfeats/M004P009A003R001.npy,Standing Straight-arm Chest Press With Resistance Band
6848,datasets/motions/flag_subset_guoh3dfeats/M004P009A003R002.npy,Standing Straight-arm Chest Press With Resistance Band
6849,datasets/motions/flag_subset_guoh3dfeats/M004P009A003R003.npy,Standing Straight-arm Chest Press With Resistance Band
6850,datasets/motions/flag_subset_guoh3dfeats/M004P009A004R001.npy,Small Dumbbell Floor Flies
6851,datasets/motions/flag_subset_guoh3dfeats/M004P009A004R002.npy,Small Dumbbell Floor Flies
6852,datasets/motions/flag_subset_guoh3dfeats/M004P009A004R003.npy,Small Dumbbell Floor Flies
6853,datasets/motions/flag_subset_guoh3dfeats/M004P009A005R001.npy,Chest Fly
6854,datasets/motions/flag_subset_guoh3dfeats/M004P009A005R002.npy,Chest Fly
6855,datasets/motions/flag_subset_guoh3dfeats/M004P009A005R003.npy,Chest Fly
6856,datasets/motions/flag_subset_guoh3dfeats/M004P009A006R001.npy,Push-ups
6857,datasets/motions/flag_subset_guoh3dfeats/M004P009A006R002.npy,Push-ups
6858,datasets/motions/flag_subset_guoh3dfeats/M004P009A006R003.npy,Push-ups
6859,datasets/motions/flag_subset_guoh3dfeats/M004P009A007R001.npy,Bent-over W-shape Stretch
6860,datasets/motions/flag_subset_guoh3dfeats/M004P009A007R002.npy,Bent-over W-shape Stretch
6861,datasets/motions/flag_subset_guoh3dfeats/M004P009A007R003.npy,Bent-over W-shape Stretch
6862,datasets/motions/flag_subset_guoh3dfeats/M004P009A008R001.npy,Bent-over Y-shape Stretch
6863,datasets/motions/flag_subset_guoh3dfeats/M004P009A008R002.npy,Bent-over Y-shape Stretch
6864,datasets/motions/flag_subset_guoh3dfeats/M004P009A008R003.npy,Bent-over Y-shape Stretch
6865,datasets/motions/flag_subset_guoh3dfeats/M004P009A009R001.npy,Bent-over A-shape Stretch
6866,datasets/motions/flag_subset_guoh3dfeats/M004P009A009R002.npy,Bent-over A-shape Stretch
6867,datasets/motions/flag_subset_guoh3dfeats/M004P009A009R003.npy,Bent-over A-shape Stretch
6868,datasets/motions/flag_subset_guoh3dfeats/M004P009A010R001.npy,Squat With Arm Lift
6869,datasets/motions/flag_subset_guoh3dfeats/M004P009A010R002.npy,Squat With Arm Lift
6870,datasets/motions/flag_subset_guoh3dfeats/M004P009A010R003.npy,Squat With Arm Lift
6871,datasets/motions/flag_subset_guoh3dfeats/M004P009A011R001.npy,Breaststroke Arm Pull
6872,datasets/motions/flag_subset_guoh3dfeats/M004P009A011R002.npy,Breaststroke Arm Pull
6873,datasets/motions/flag_subset_guoh3dfeats/M004P009A011R003.npy,Breaststroke Arm Pull
6874,datasets/motions/flag_subset_guoh3dfeats/M004P009A012R001.npy,Prone Y-shape Stretch
6875,datasets/motions/flag_subset_guoh3dfeats/M004P009A012R002.npy,Prone Y-shape Stretch
6876,datasets/motions/flag_subset_guoh3dfeats/M004P009A012R003.npy,Prone Y-shape Stretch
6877,datasets/motions/flag_subset_guoh3dfeats/M004P009A013R001.npy,Lateral Raise Forward Circles
6878,datasets/motions/flag_subset_guoh3dfeats/M004P009A013R002.npy,Lateral Raise Forward Circles
6879,datasets/motions/flag_subset_guoh3dfeats/M004P009A013R003.npy,Lateral Raise Forward Circles
6880,datasets/motions/flag_subset_guoh3dfeats/M004P009A014R001.npy,Lateral Raise Backward Circles
6881,datasets/motions/flag_subset_guoh3dfeats/M004P009A014R002.npy,Lateral Raise Backward Circles
6882,datasets/motions/flag_subset_guoh3dfeats/M004P009A014R003.npy,Lateral Raise Backward Circles
6883,datasets/motions/flag_subset_guoh3dfeats/M004P009A015R001.npy,Lying Shoulder Joint Upward Round
6884,datasets/motions/flag_subset_guoh3dfeats/M004P009A015R002.npy,Lying Shoulder Joint Upward Round
6885,datasets/motions/flag_subset_guoh3dfeats/M004P009A015R003.npy,Lying Shoulder Joint Upward Round
6886,datasets/motions/flag_subset_guoh3dfeats/M004P009A016R001.npy,Lying Shoulder Joint Downward Round
6887,datasets/motions/flag_subset_guoh3dfeats/M004P009A016R002.npy,Lying Shoulder Joint Downward Round
6888,datasets/motions/flag_subset_guoh3dfeats/M004P009A016R003.npy,Lying Shoulder Joint Downward Round
6889,datasets/motions/flag_subset_guoh3dfeats/M004P009A017R001.npy,Bare-handed Full Lateral Raise
6890,datasets/motions/flag_subset_guoh3dfeats/M004P009A017R002.npy,Bare-handed Full Lateral Raise
6891,datasets/motions/flag_subset_guoh3dfeats/M004P009A017R003.npy,Bare-handed Full Lateral Raise
6892,datasets/motions/flag_subset_guoh3dfeats/M004P009A018R001.npy,Bare-handed Cuban Press
6893,datasets/motions/flag_subset_guoh3dfeats/M004P009A018R002.npy,Bare-handed Cuban Press
6894,datasets/motions/flag_subset_guoh3dfeats/M004P009A018R003.npy,Bare-handed Cuban Press
6895,datasets/motions/flag_subset_guoh3dfeats/M004P009A019R001.npy,Fortune Cat
6896,datasets/motions/flag_subset_guoh3dfeats/M004P009A019R002.npy,Fortune Cat
6897,datasets/motions/flag_subset_guoh3dfeats/M004P009A019R003.npy,Fortune Cat
6898,datasets/motions/flag_subset_guoh3dfeats/M004P009A020R001.npy,Dumbbell Curls
6899,datasets/motions/flag_subset_guoh3dfeats/M004P009A020R002.npy,Dumbbell Curls
6900,datasets/motions/flag_subset_guoh3dfeats/M004P009A020R003.npy,Dumbbell Curls
6901,datasets/motions/flag_subset_guoh3dfeats/M004P009A021R001.npy,Alternate Dumbbell Curls
6902,datasets/motions/flag_subset_guoh3dfeats/M004P009A021R002.npy,Alternate Dumbbell Curls
6903,datasets/motions/flag_subset_guoh3dfeats/M004P009A021R003.npy,Alternate Dumbbell Curls
6904,datasets/motions/flag_subset_guoh3dfeats/M004P009A022R001.npy,Right-side Kettlebell Bent-over Row
6905,datasets/motions/flag_subset_guoh3dfeats/M004P009A022R002.npy,Right-side Kettlebell Bent-over Row
6906,datasets/motions/flag_subset_guoh3dfeats/M004P009A022R003.npy,Right-side Kettlebell Bent-over Row
6907,datasets/motions/flag_subset_guoh3dfeats/M004P009A023R001.npy,Wrist Joint Warm-up
6908,datasets/motions/flag_subset_guoh3dfeats/M004P009A023R002.npy,Wrist Joint Warm-up
6909,datasets/motions/flag_subset_guoh3dfeats/M004P009A023R003.npy,Wrist Joint Warm-up
6910,datasets/motions/flag_subset_guoh3dfeats/M004P009A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
6911,datasets/motions/flag_subset_guoh3dfeats/M004P009A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
6912,datasets/motions/flag_subset_guoh3dfeats/M004P009A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
6913,datasets/motions/flag_subset_guoh3dfeats/M004P009A025R001.npy,Bent-over Dumbbell Tricep Extension
6914,datasets/motions/flag_subset_guoh3dfeats/M004P009A025R002.npy,Bent-over Dumbbell Tricep Extension
6915,datasets/motions/flag_subset_guoh3dfeats/M004P009A025R003.npy,Bent-over Dumbbell Tricep Extension
6916,datasets/motions/flag_subset_guoh3dfeats/M004P009A026R001.npy,Nod And Raise Head
6917,datasets/motions/flag_subset_guoh3dfeats/M004P009A026R002.npy,Nod And Raise Head
6918,datasets/motions/flag_subset_guoh3dfeats/M004P009A026R003.npy,Nod And Raise Head
6919,datasets/motions/flag_subset_guoh3dfeats/M004P009A027R001.npy,Two-way Head Turn
6920,datasets/motions/flag_subset_guoh3dfeats/M004P009A027R002.npy,Two-way Head Turn
6921,datasets/motions/flag_subset_guoh3dfeats/M004P009A027R003.npy,Two-way Head Turn
6922,datasets/motions/flag_subset_guoh3dfeats/M004P009A028R001.npy,Shrug And Sink The Shoulders
6923,datasets/motions/flag_subset_guoh3dfeats/M004P009A028R002.npy,Shrug And Sink The Shoulders
6924,datasets/motions/flag_subset_guoh3dfeats/M004P009A028R003.npy,Shrug And Sink The Shoulders
6925,datasets/motions/flag_subset_guoh3dfeats/M004P009A029R001.npy,Four-way Nod Head
6926,datasets/motions/flag_subset_guoh3dfeats/M004P009A029R002.npy,Four-way Nod Head
6927,datasets/motions/flag_subset_guoh3dfeats/M004P009A029R003.npy,Four-way Nod Head
6928,datasets/motions/flag_subset_guoh3dfeats/M004P009A030R001.npy,Lying Alternate Upper-half Leg Raise
6929,datasets/motions/flag_subset_guoh3dfeats/M004P009A030R002.npy,Lying Alternate Upper-half Leg Raise
6930,datasets/motions/flag_subset_guoh3dfeats/M004P009A030R003.npy,Lying Alternate Upper-half Leg Raise
6931,datasets/motions/flag_subset_guoh3dfeats/M004P009A031R001.npy,Half Roll Back
6932,datasets/motions/flag_subset_guoh3dfeats/M004P009A031R002.npy,Half Roll Back
6933,datasets/motions/flag_subset_guoh3dfeats/M004P009A031R003.npy,Half Roll Back
6934,datasets/motions/flag_subset_guoh3dfeats/M004P009A032R001.npy,Kneeling Right-side Torso Twist
6935,datasets/motions/flag_subset_guoh3dfeats/M004P009A032R002.npy,Kneeling Right-side Torso Twist
6936,datasets/motions/flag_subset_guoh3dfeats/M004P009A032R003.npy,Kneeling Right-side Torso Twist
6937,datasets/motions/flag_subset_guoh3dfeats/M004P009A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
6938,datasets/motions/flag_subset_guoh3dfeats/M004P009A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
6939,datasets/motions/flag_subset_guoh3dfeats/M004P009A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
6940,datasets/motions/flag_subset_guoh3dfeats/M004P009A034R001.npy,Kneeling Right Leg Backward Stretch
6941,datasets/motions/flag_subset_guoh3dfeats/M004P009A034R002.npy,Kneeling Right Leg Backward Stretch
6942,datasets/motions/flag_subset_guoh3dfeats/M004P009A034R003.npy,Kneeling Right Leg Backward Stretch
6943,datasets/motions/flag_subset_guoh3dfeats/M004P009A035R001.npy,Kneeling Right Arm Raise
6944,datasets/motions/flag_subset_guoh3dfeats/M004P009A035R002.npy,Kneeling Right Arm Raise
6945,datasets/motions/flag_subset_guoh3dfeats/M004P009A035R003.npy,Kneeling Right Arm Raise
6946,datasets/motions/flag_subset_guoh3dfeats/M004P009A036R001.npy,Shoulder Bridge
6947,datasets/motions/flag_subset_guoh3dfeats/M004P009A036R002.npy,Shoulder Bridge
6948,datasets/motions/flag_subset_guoh3dfeats/M004P009A036R003.npy,Shoulder Bridge
6949,datasets/motions/flag_subset_guoh3dfeats/M004P009A037R001.npy,Prone Press-ups
6950,datasets/motions/flag_subset_guoh3dfeats/M004P009A037R002.npy,Prone Press-ups
6951,datasets/motions/flag_subset_guoh3dfeats/M004P009A037R003.npy,Prone Press-ups
6952,datasets/motions/flag_subset_guoh3dfeats/M004P009A038R001.npy,Bent-over Torso Rotation
6953,datasets/motions/flag_subset_guoh3dfeats/M004P009A038R002.npy,Bent-over Torso Rotation
6954,datasets/motions/flag_subset_guoh3dfeats/M004P009A038R003.npy,Bent-over Torso Rotation
6955,datasets/motions/flag_subset_guoh3dfeats/M004P009A039R001.npy,Lying Arm Pull
6956,datasets/motions/flag_subset_guoh3dfeats/M004P009A039R002.npy,Lying Arm Pull
6957,datasets/motions/flag_subset_guoh3dfeats/M004P009A039R003.npy,Lying Arm Pull
6958,datasets/motions/flag_subset_guoh3dfeats/M004P009A040R001.npy,Prone Press Up With Torso Rotation
6959,datasets/motions/flag_subset_guoh3dfeats/M004P009A040R002.npy,Prone Press Up With Torso Rotation
6960,datasets/motions/flag_subset_guoh3dfeats/M004P009A040R003.npy,Prone Press Up With Torso Rotation
6961,datasets/motions/flag_subset_guoh3dfeats/M004P009A041R001.npy,Breaststroke Push-ups
6962,datasets/motions/flag_subset_guoh3dfeats/M004P009A041R002.npy,Breaststroke Push-ups
6963,datasets/motions/flag_subset_guoh3dfeats/M004P009A041R003.npy,Breaststroke Push-ups
6964,datasets/motions/flag_subset_guoh3dfeats/M004P009A042R001.npy,Sit-ups
6965,datasets/motions/flag_subset_guoh3dfeats/M004P009A042R002.npy,Sit-ups
6966,datasets/motions/flag_subset_guoh3dfeats/M004P009A042R003.npy,Sit-ups
6967,datasets/motions/flag_subset_guoh3dfeats/M004P009A043R001.npy,Side-lying Left Leg Forward Raise
6968,datasets/motions/flag_subset_guoh3dfeats/M004P009A043R002.npy,Side-lying Left Leg Forward Raise
6969,datasets/motions/flag_subset_guoh3dfeats/M004P009A043R003.npy,Side-lying Left Leg Forward Raise
6970,datasets/motions/flag_subset_guoh3dfeats/M004P009A044R001.npy,Right Leg Reverse Lunge
6971,datasets/motions/flag_subset_guoh3dfeats/M004P009A044R002.npy,Right Leg Reverse Lunge
6972,datasets/motions/flag_subset_guoh3dfeats/M004P009A044R003.npy,Right Leg Reverse Lunge
6973,datasets/motions/flag_subset_guoh3dfeats/M004P009A045R001.npy,Kneeling Left Knee Lift
6974,datasets/motions/flag_subset_guoh3dfeats/M004P009A045R002.npy,Kneeling Left Knee Lift
6975,datasets/motions/flag_subset_guoh3dfeats/M004P009A045R003.npy,Kneeling Left Knee Lift
6976,datasets/motions/flag_subset_guoh3dfeats/M004P009A046R001.npy,Alternate Reverse Lunge
6977,datasets/motions/flag_subset_guoh3dfeats/M004P009A046R002.npy,Alternate Reverse Lunge
6978,datasets/motions/flag_subset_guoh3dfeats/M004P009A046R003.npy,Alternate Reverse Lunge
6979,datasets/motions/flag_subset_guoh3dfeats/M004P009A047R001.npy,Side-lying Right Leg Backward Kick
6980,datasets/motions/flag_subset_guoh3dfeats/M004P009A047R002.npy,Side-lying Right Leg Backward Kick
6981,datasets/motions/flag_subset_guoh3dfeats/M004P009A047R003.npy,Side-lying Right Leg Backward Kick
6982,datasets/motions/flag_subset_guoh3dfeats/M004P009A048R001.npy,Left Leg Lunge With Knee Lift
